gene_id	logFC	logCPM	LR	PValue	FDR	symbol	description
ENSG00000173692	0.48204247106701986	5.75390290840339	46.06368482288836	1.1447075416807313e-11	1.172764099074867e-9	PSMD1	proteasome 26S subunit, non-ATPase 1
ENSG00000152684	0.8229743592771925	3.357198067924032	45.963831477021735	1.204564595450547e-11	1.2320750429812284e-9	PELO	pelota mRNA surveillance and ribosome rescue factor
ENSG00000180638	1.1488506257113569	3.355861405865162	45.747557815567255	1.345169541054175e-11	1.3736503293826835e-9	SLC47A2	solute carrier family 47 member 2
ENSG00000123240	-0.5759156772744922	6.360741410873237	45.60998268281126	1.4430426461547431e-11	1.4711995758358113e-9	OPTN	optineurin
ENSG00000092929	-0.7818460271319247	4.493567938966969	45.536977049760424	1.4978425923479585e-11	1.5245897814970293e-9	UNC13D	unc-13 homolog D
ENSG00000274419	-7.415744389127477	0.3700405852071142	45.47555115817207	1.5455607965293268e-11	1.5706104042526546e-9	TBC1D3D	TBC1 domain family member 3D
ENSG00000140564	0.44790056401865525	6.421300463597878	45.45466992580979	1.562126344814882e-11	1.584875757603448e-9	FURIN	furin, paired basic amino acid cleaving enzyme
ENSG00000184967	0.5028569373432764	5.07058712181265	45.434115580038814	1.5786061118009614e-11	1.5990081294009738e-9	NOC4L	nucleolar complex associated 4 homolog
ENSG00000120875	1.440714291463241	2.423162547568219	45.355398724323436	1.6433439202536785e-11	1.6618978032242844e-9	DUSP4	dual specificity phosphatase 4
ENSG00000170581	-0.6100493272187956	4.356862351277756	45.3289007693102	1.6657286561938436e-11	1.6818226528720448e-9	STAT2	signal transducer and activator of transcription 2
ENSG00000188706	0.7143539524078231	3.7243946325224564	45.30857827445078	1.6831030987750236e-11	1.696632866450064e-9	ZDHHC9	zinc finger DHHC-type palmitoyltransferase 9
ENSG00000165678	0.39339910795542254	7.028573289880507	45.18950787671418	1.7886076942364025e-11	1.80009153175959e-9	GHITM	growth hormone inducible transmembrane protein
ENSG00000136933	0.6634199706662866	4.954121478437175	45.17774155947117	1.799386267963997e-11	1.8080371634830548e-9	RABEPK	Rab9 effector protein with kelch motifs
ENSG00000135373	-0.4486769784050406	6.076202649062601	45.14565996149042	1.829106148958248e-11	1.8349592886349142e-9	EHF	ETS homologous factor
ENSG00000115159	0.7798135515987008	5.0148213835446	45.020711547080346	1.9496147317749767e-11	1.9527291323049688e-9	GPD2	glycerol-3-phosphate dehydrogenase 2
ENSG00000096384	0.5038650692629517	9.351767423485386	44.94139180897531	2.0302073078440667e-11	2.0292284673322565e-9	HSP90AB1	heat shock protein 90 alpha family class B member 1
ENSG00000256452	-9.225881039219761	0.37248758637225604	44.939215543833065	2.032464876371064e-11	2.0292284673322565e-9	NA	NA
ENSG00000267625	-8.740535297112022	-0.07478371648045311	44.75449850173378	2.233532070207649e-11	2.2264302194279743e-9	NA	NA
ENSG00000143013	-0.6494470981587542	4.525413039473609	44.689666574863026	2.308725699426034e-11	2.294141865851758e-9	LMO4	LIM domain only 4
ENSG00000108671	0.6015340778678514	6.497941211585936	44.68962261127109	2.3087775396370958e-11	2.294141865851758e-9	PSMD11	proteasome 26S subunit, non-ATPase 11
ENSG00000204592	-0.3990754502888356	6.635308378665641	44.613217149347356	2.4006556035469852e-11	2.381663075037911e-9	HLA-E	major histocompatibility complex, class I, E
ENSG00000178573	-1.4313592034706368	2.5321264713567264	44.605235046914146	2.4104628017274448e-11	2.3876148130854783e-9	MAF	MAF bZIP transcription factor
ENSG00000204264	-0.5217685291770624	5.4064228691395835	44.51441198129726	2.5249167570624623e-11	2.497039127252624e-9	PSMB8	proteasome 20S subunit beta 8
ENSG00000100567	0.6348094826413616	7.4249982561450585	44.3819867577341	2.7016152544428888e-11	2.6675791567491202e-9	PSMA3	proteasome 20S subunit alpha 3
ENSG00000214160	0.4903559898098393	6.1748215090451035	44.26416718136572	2.8692038351991798e-11	2.8286018941350406e-9	ALG3	ALG3 alpha-1,3- mannosyltransferase
ENSG00000287002	-8.688891983690008	-0.12172389512560804	44.25676777029859	2.8800696196619582e-11	2.8348565958054126e-9	NA	NA
ENSG00000109089	-0.4669052603454718	5.542612451812862	44.17895550659327	2.9968584378232365e-11	2.9451884647573188e-9	CDR2L	cerebellar degeneration related protein 2 like
ENSG00000227057	0.5157016173091602	4.784159766240061	44.15507558455764	3.033641770673736e-11	2.976671972163431e-9	WDR46	WD repeat domain 46
ENSG00000099622	-0.40321402653243077	7.034932855138417	44.144804359126134	3.049601668798001e-11	2.9876566349005415e-9	CIRBP	cold inducible RNA binding protein
ENSG00000090861	0.5833114727820381	6.049765589961958	44.09607539299103	3.126471654986818e-11	3.0581867826470126e-9	AARS1	alanyl-tRNA synthetase 1
ENSG00000060656	-0.5721361018858846	4.890660049000696	44.07080486502726	3.167096551818587e-11	3.093098968832171e-9	PTPRU	protein tyrosine phosphatase receptor type U
ENSG00000104823	-0.4138660919352211	6.225210771416262	43.70298666020237	3.821880799124218e-11	3.726779566175559e-9	ECH1	enoyl-CoA hydratase 1
ENSG00000179431	1.115376053658964	3.3532224875760104	43.66677108544591	3.893263861537329e-11	3.790491368297989e-9	FJX1	four-jointed box kinase 1
ENSG00000181523	0.7596077605395647	3.5857930962764413	43.640437542561656	3.946005407529372e-11	3.835884326389017e-9	SGSH	N-sulfoglucosamine sulfohydrolase
ENSG00000158042	0.6185849444878374	5.412584865998112	43.57563037558201	4.078868847619786e-11	3.95890211680744e-9	MRPL17	mitochondrial ribosomal protein L17
ENSG00000204580	-0.4499775678204652	7.894697877745596	43.49466907016233	4.251159200976535e-11	4.119747788272469e-9	DDR1	discoidin domain receptor tyrosine kinase 1
ENSG00000139974	0.9871880732823547	3.5480617866139483	43.42096579935603	4.4143303839924147e-11	4.271273380807475e-9	SLC38A6	solute carrier family 38 member 6
ENSG00000101294	-0.4402971656649904	8.74579006461299	43.41656738359432	4.4242638846384016e-11	4.274288837701507e-9	HM13	histocompatibility minor 13
ENSG00000079999	0.6201599452832962	5.99168259521921	43.21883178272624	4.894730279906583e-11	4.721532131540658e-9	KEAP1	kelch like ECH associated protein 1
ENSG00000105364	0.5907148778997484	6.981577541687212	43.20554057058986	4.928093300990675e-11	4.746412441967977e-9	MRPL4	mitochondrial ribosomal protein L4
ENSG00000118898	-0.42063392537129185	7.193486258400818	43.20120701893959	4.939020324598001e-11	4.7496407109247646e-9	PPL	periplakin
ENSG00000131171	-0.5330998164280656	4.186301656580013	43.03850691154112	5.367299318273523e-11	5.153593679261101e-9	SH3BGRL	SH3 domain binding glutamate rich protein like
ENSG00000128805	-0.7111366218984458	3.8674441120343785	43.02338335293088	5.408950151175269e-11	5.18564486970473e-9	ARHGAP22	Rho GTPase activating protein 22
ENSG00000161647	1.4108869988980381	4.295494299323238	42.95306848409099	5.606889103646575e-11	5.36720529463573e-9	MPP3	MAGUK p55 scaffold protein 3
ENSG00000108829	0.5921432619760689	6.10639012072932	42.91309635440716	5.722627777593451e-11	5.469645756937642e-9	LRRC59	leucine rich repeat containing 59
ENSG00000166224	-0.46303809283135483	4.7516841982455755	42.85749318019694	5.887613619149881e-11	5.6187728146224895e-9	SGPL1	sphingosine-1-phosphate lyase 1
ENSG00000274011	-8.785164219758865	-0.03407773499466605	42.84101180604871	5.937425872905134e-11	5.65769912205398e-9	Metazoa_SRP	Metazoan signal recognition particle RNA
ENSG00000175130	-0.731140892595705	4.474556468275417	42.72282618506495	6.307198832186447e-11	6.000931210593176e-9	MARCKSL1	MARCKS like 1
ENSG00000100804	0.4308489355354065	7.603078610647426	42.70498205922679	6.36499722852178e-11	6.046747367095691e-9	PSMB5	proteasome 20S subunit beta 5
ENSG00000126432	-0.4249694864123358	9.258970325985478	42.614661370289056	6.665787579235854e-11	6.322918021453677e-9	PRDX5	peroxiredoxin 5
ENSG00000270149	-0.4632735731639564	5.489323773610864	42.556902396662416	6.865556538202618e-11	6.502573941771967e-9	NA	NA
ENSG00000133316	0.6518756315862059	6.031141615942051	42.47302379894148	7.16638350592726e-11	6.777258609677816e-9	WDR74	WD repeat domain 74
ENSG00000169855	-1.018625447136851	3.4415733153236383	42.375008171099324	7.534671077914279e-11	7.114817418452188e-9	ROBO1	roundabout guidance receptor 1
ENSG00000070814	0.5887647935380577	5.538150084692294	42.27502495334125	7.929878846383159e-11	7.476742912304122e-9	TCOF1	treacle ribosome biogenesis factor 1
ENSG00000148344	-0.37114506952073956	6.8664647704609685	42.25369855484843	8.016825533935786e-11	7.54737178645306e-9	PTGES	prostaglandin E synthase
ENSG00000196890	-1.2143862761778073	2.4110471313982353	42.205442231505835	8.217103105991488e-11	7.72432330953023e-9	H2BC26	H2B clustered histone 26
ENSG00000163430	-1.0287793916437324	2.750764640877719	42.19763519866205	8.24997195698315e-11	7.743611402737179e-9	FSTL1	follistatin like 1
ENSG00000234678	-1.8084380860326417	1.9382020958516537	42.173422070190036	8.352752487666274e-11	7.828364439113235e-9	ELF3-AS1	ELF3 antisense RNA 1
ENSG00000263881	8.707769521894537	0.4177660915092671	42.11670865957509	8.598536181854857e-11	8.03469774370044e-9	MIR4436B2	microRNA 4436b-2
ENSG00000264979	8.707769521894537	0.4177660915092671	42.11670865957509	8.598536181854857e-11	8.03469774370044e-9	MIR4436B1	microRNA 4436b-1
ENSG00000130309	0.4902461688683804	5.414039199198056	42.07345429940616	8.790846399882625e-11	8.202173649890484e-9	COLGALT1	collagen beta(1-O)galactosyltransferase 1
ENSG00000213761	-8.583332866781936	-0.21719257648262486	41.902096306631165	9.595970490579413e-11	8.940079491223316e-9	MT1P1	metallothionein 1 pseudogene 1
ENSG00000149212	-0.9739376831860198	2.546606252077383	41.80373843095183	1.0091029235617463e-10	9.387352122747996e-9	SESN3	sestrin 3
ENSG00000157992	0.5234522121424563	4.451266321482436	41.74245161423828	1.0412346682691963e-10	9.671913140811645e-9	KRTCAP3	keratinocyte associated protein 3
ENSG00000149485	0.48619811330432966	5.6619335378643365	41.701205313438145	1.0634340839824318e-10	9.863508441671373e-9	FADS1	fatty acid desaturase 1
ENSG00000130701	-1.0390565050580052	2.432269657211867	41.583141910307816	1.1296316094188418e-10	1.0462023915887943e-8	RBBP8NL	RBBP8 N-terminal like
ENSG00000221869	0.5630478931735372	5.3768233879944205	41.57507175998711	1.1343042899652134e-10	1.0489805159412814e-8	CEBPD	CCAAT enhancer binding protein delta
ENSG00000101670	-0.50632038950616165	5.15897940281785	41.5517816982895	1.147898193047222e-10	1.0599884639773316e-8	LIPG	lipase G, endothelial type
ENSG00000103876	0.5120205973435074	5.320617137939596	41.4632238320673	1.2010932712794087e-10	1.1074786486649842e-8	FAH	fumarylacetoacetate hydrolase
ENSG00000083457	0.5173007836761261	5.051622163936435	41.451587202739965	1.2082642036164185e-10	1.1124547072944117e-8	ITGAE	integrin subunit alpha E
ENSG00000182704	0.5255919574902895	6.879293319834303	41.36261852055178	1.2645254383334416e-10	1.1625475804033253e-8	TSKU	tsukushi, small leucine rich proteoglycan
ENSG00000271886	-8.587775045373105	-0.21314362857192062	41.33606698542693	1.2818185462318088e-10	1.1767206859258333e-8	MIR98	microRNA 98
ENSG00000113552	0.6777718754743529	5.586321464059856	41.22333574827731	1.3579165356878756e-10	1.2447568243805526e-8	GNPDA1	glucosamine-6-phosphate deaminase 1
ENSG00000198931	0.43103421932288594	7.61948968201807	41.186583399789896	1.3836906380170192e-10	1.2665314307104686e-8	APRT	adenine phosphoribosyltransferase
ENSG00000072195	-0.48853728134952557	5.0844120894122184	41.166527952173595	1.3979612918502974e-10	1.2777284693733768e-8	SPEG	striated muscle enriched protein kinase
ENSG00000170004	-0.49287835782103917	6.687293257810597	41.141293296165784	1.4161267677147368e-10	1.2924475740278602e-8	CHD3	chromodomain helicase DNA binding protein 3
ENSG00000100994	0.6252801772238661	6.912932664138348	41.12092659768188	1.430960157667357e-10	1.3040872367113848e-8	PYGB	glycogen phosphorylase B
ENSG00000223573	-0.553817593946025	5.431086470638353	40.9105326400436	1.5935996240055763e-10	1.4501987870123316e-8	TINCR	TINCR ubiquitin domain containing
ENSG00000162616	1.2746899020570648	4.424569256431876	40.87133637284492	1.6258841899709032e-10	1.4774338943648641e-8	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
ENSG00000095596	-1.9383054271787303	1.6459131443014827	40.84107693534575	1.6512549628414175e-10	1.4983167318401865e-8	CYP26A1	cytochrome P450 family 26 subfamily A member 1
ENSG00000088280	-0.4609628519357023	4.855846296531771	40.828214789327006	1.6621587962311386e-10	1.506031163637173e-8	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
ENSG00000239264	0.6706200552212637	5.433664921019931	40.82409225240948	1.6656688912429832e-10	1.5070337587436517e-8	TXNDC5	thioredoxin domain containing 5
ENSG00000239672	0.6203173840012035	6.898648229762568	40.767940921915965	1.7142238715257835e-10	1.548729636090297e-8	NME1	NME/NM23 nucleoside diphosphate kinase 1
ENSG00000134775	-0.755861440162555	3.4695332594700345	40.7473667365886	1.7323672458535698e-10	1.562869443381566e-8	FHOD3	formin homology 2 domain containing 3
ENSG00000081692	0.8314874295632481	3.8237034993102506	40.736277520099684	1.742225886163935e-10	1.5695052164149244e-8	JMJD4	jumonji domain containing 4
ENSG00000168439	0.5376275147201706	7.574077557398427	40.72088368872426	1.7560046219912322e-10	1.5796483471858e-8	STIP1	stress induced phosphoprotein 1
ENSG00000153113	-0.34878732981027954	8.35227839873578	40.706155369137875	1.7692897742976696e-10	1.5893190379436085e-8	CAST	calpastatin
ENSG00000111057	0.6138570936897304	8.466015550339236	40.616738273893816	1.8521328536470427e-10	1.6613552206533557e-8	KRT18	keratin 18
ENSG00000176946	0.6597518550377276	5.5856181965394756	40.612674155162225	1.8559890885128765e-10	1.6624359407108194e-8	THAP4	THAP domain containing 4
ENSG00000197632	-0.5062363076382558	6.020342087096705	40.50149148120249	1.964660165561235e-10	1.7552839903699796e-8	SERPINB2	serpin family B member 2
ENSG00000112079	-0.4491007014109619	4.94241426376956	40.50090875627429	1.965246190175001e-10	1.7552839903699796e-8	STK38	serine/threonine kinase 38
ENSG00000100462	0.41300279943569784	6.4961392901697375	40.49086816140609	1.97537116785817e-10	1.7611202835797002e-8	PRMT5	protein arginine methyltransferase 5
ENSG00000182310	-0.5758721849132369	3.8554260415891903	40.488864200410276	1.9773982131421195e-10	1.7611202835797002e-8	SPACA6	sperm acrosome associated 6
ENSG00000163590	-1.0402476677281047	2.857520740260548	40.35357179075001	2.1191765532923758e-10	1.8847144665451344e-8	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
ENSG00000149600	-0.6837644283378598	3.9545099633282943	40.22518660300842	2.263116245337774e-10	2.009878025250403e-8	COMMD7	COMM domain containing 7
ENSG00000256940	0.5205110140275011	5.04718722596953	40.16366678043685	2.335518379555302e-10	2.0712447298177853e-8	PPP1R14B-AS1	PPP1R14B antisense RNA 1
ENSG00000143079	-0.5899269914930962	3.6563241661795516	40.12922268338228	2.377063235882468e-10	2.1051110860145586e-8	CTTNBP2NL	CTTNBP2 N-terminal like
ENSG00000146278	-0.5292828011884264	5.962965539407627	40.046541023245894	2.4798346389546054e-10	2.1930272477073873e-8	PNRC1	proline rich nuclear receptor coactivator 1
ENSG00000254910	-0.8878663468510481	2.844832583644673	40.00074568458824	2.5386592796426507e-10	2.2418864342759747e-8	NA	NA
ENSG00000263849	8.892195403736798	0.5893037958262023	39.98232410478644	2.5627141517491466e-10	2.2599462350868e-8	MIR4744	microRNA 4744
ENSG00000138119	-0.3800942225396911	7.599073117292739	39.931969861174245	2.6296373595205793e-10	2.3134787156096734e-8	MYOF	myoferlin
ENSG00000132128	0.43984515555027026	5.4139954116688	39.93110796257078	2.630797965278624e-10	2.3134787156096734e-8	LRRC41	leucine rich repeat containing 41
ENSG00000108010	0.5313593130591924	6.9184327237120895	39.92146799277877	2.6438138423373146e-10	2.3216684581869694e-8	GLRX3	glutaredoxin 3
ENSG00000179820	-0.4398960003251957	4.943675631370888	39.90134459639641	2.671192553505213e-10	2.3424303930738023e-8	MYADM	myeloid associated differentiation marker
ENSG00000002586	0.601065586966455	5.528374406347672	39.80023936375253	2.813106260209961e-10	2.459996687798669e-8	CD99	CD99 molecule (Xg blood group)
ENSG00000292348	0.601065586966455	5.528374406347672	39.80023936375253	2.813106260209961e-10	2.459996687798669e-8	CD99	CD99 molecule (Xg blood group)
ENSG00000240350	8.53058278354302	0.24778233469768682	39.772402879426785	2.8534867318645815e-10	2.4918331210015217e-8	SOCAR	serous ovarian cancer associated RNA
ENSG00000222414	-8.476171136197992	-0.3134213977846246	39.69061123025626	2.9755250518895097e-10	2.594790274735358e-8	RNU2-59P	RNA, U2 small nuclear 59, pseudogene
ENSG00000168610	-0.46205414307338655	5.2590241652728444	39.67334227008845	3.001952136629324e-10	2.614199985648036e-8	STAT3	signal transducer and activator of transcription 3
ENSG00000123407	-0.5790891606643201	4.57076781498943	39.65584655310383	3.0289658644040454e-10	2.6340660152307024e-8	HOXC12	homeobox C12
ENSG00000136943	0.5736848164172087	5.790062194327186	39.56663502403353	3.1705413527172585e-10	2.7533648589386718e-8	CTSV	cathepsin V
ENSG00000094975	-0.6709765327953838	3.63425019595819	39.505799671906914	3.270865537880987e-10	2.836559740320026e-8	SUCO	SUN domain containing ossification factor
ENSG00000123545	1.0855507521608858	4.215199009208294	39.422991490885856	3.4125520858182074e-10	2.9553455218342763e-8	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4
ENSG00000160563	0.7578934503047186	5.762213322999338	39.19219168931165	3.840731613364687e-10	3.321570650454702e-8	MED27	mediator complex subunit 27
ENSG00000108091	-0.39511826772360864	5.305720545467961	39.17024492369508	3.884147679040002e-10	3.3544911773527284e-8	CCDC6	coiled-coil domain containing 6
ENSG00000064195	-0.45593862697949916	5.240228738132694	39.14272198376386	3.9392899068873017e-10	3.397434348856036e-8	DLX3	distal-less homeobox 3
ENSG00000084112	0.6282330050353745	3.6870581204042154	39.12406097493974	3.9771224129606677e-10	3.425351308964751e-8	SSH1	slingshot protein phosphatase 1
ENSG00000262406	-3.0279629751065626	0.9367724010191313	39.047038386112625	4.137162601704654e-10	3.5583003446760195e-8	MMP12	matrix metallopeptidase 12
ENSG00000115652	0.7788099441325904	4.09625551969075	39.04372585876369	4.1441882717905485e-10	3.559460337551608e-8	UXS1	UDP-glucuronate decarboxylase 1
ENSG00000111328	0.5168351961751522	6.487179675047655	38.992816818834186	4.253677990829304e-10	3.648503557113507e-8	CDK2AP1	cyclin dependent kinase 2 associated protein 1
ENSG00000115738	-0.41572098882105774	7.286881878338404	38.95103051883876	4.3457082580161177e-10	3.722348466907249e-8	ID2	inhibitor of DNA binding 2
ENSG00000225950	-0.6131997196687838	3.8624528157149607	38.92426264723997	4.405706696339476e-10	3.768592221834722e-8	NTF4	neurotrophin 4
ENSG00000214290	-1.1473811414873885	2.7271722352605647	38.91998893292743	4.415362426865589e-10	3.7717060512870904e-8	POU2AF3	POU class 2 homeobox associating factor 3
ENSG00000265565	-8.957233515823274	0.12372538961295902	38.85673214404527	4.560783137708676e-10	3.890627248086177e-8	MIR3143	microRNA 3143
ENSG00000182179	-1.2512696433363135	3.5068713189955396	38.851823887096515	4.5722651703934087e-10	3.895122638365037e-8	UBA7	ubiquitin like modifier activating enzyme 7
ENSG00000087884	-0.5139980118068764	4.413232668951276	38.804351165015945	4.68482407647223e-10	3.985596602371897e-8	AAMDC	adipogenesis associated Mth938 domain containing
ENSG00000100644	0.4769103984213513	5.41421468087169	38.787077092408694	4.72646612344016e-10	4.0155748772316804e-8	HIF1A	hypoxia inducible factor 1 subunit alpha
ENSG00000202273	8.148941937067047	-0.10846791397607647	38.78013732976873	4.743299743160111e-10	4.024423462735304e-8	Y_RNA	Y RNA
ENSG00000255031	-1.2202032101501765	3.634444069094451	38.67734248488716	4.999793068247912e-10	4.236311153772217e-8	NA	NA
ENSG00000149328	0.5661888975653517	4.753274238620209	38.61126425561956	5.171957201366778e-10	4.376271478079582e-8	GLB1L2	galactosidase beta 1 like 2
ENSG00000139405	0.5271796321680731	4.320777634057288	38.560814845131354	5.307386043471987e-10	4.484812734847623e-8	RITA1	RBPJ interacting and tubulin associated 1
ENSG00000163607	-0.49574081104411566	4.273476499472842	38.54614541785965	5.347427569172504e-10	4.5125667373770665e-8	GTPBP8	GTP binding protein 8 (putative)
ENSG00000163702	0.6018537519673527	4.0116059160362445	38.430861493282706	5.672817673295859e-10	4.780721345640462e-8	IL17RC	interleukin 17 receptor C
ENSG00000125520	0.5262281416580173	8.127181340027827	38.42551851593605	5.688369919965426e-10	4.787393207809828e-8	SLC2A4RG	SLC2A4 regulator
ENSG00000166396	-0.6124073783584261	6.907045536376037	38.37507755639027	5.837312705092046e-10	4.906159606022403e-8	SERPINB7	serpin family B member 7
ENSG00000126249	1.3784407369925127	2.4443565150714766	38.36626001637421	5.863747340872096e-10	4.9217798965552933e-8	PDCD2L	programmed cell death 2 like
ENSG00000198561	-0.38424112909660146	7.303620130053352	38.197947006864496	6.391963651576182e-10	5.3579695314682705e-8	CTNND1	catenin delta 1
ENSG00000048162	0.5940838416463968	5.213879507126385	38.13642345041688	6.596714410770636e-10	5.5222162023407056e-8	NOP16	NOP16 nucleolar protein
ENSG00000156990	0.5984743119092042	4.711124073362974	38.129990518779444	6.618498873264729e-10	5.526381436024066e-8	RPUSD3	RNA pseudouridine synthase D3
ENSG00000090554	-0.9339504653061482	3.4738718524048706	38.129749011082694	6.619318115556737e-10	5.526381436024066e-8	FLT3LG	fms related receptor tyrosine kinase 3 ligand
ENSG00000197847	-0.9992259014955398	2.649459475362925	38.03446185237544	6.950604174262214e-10	5.795251086785117e-8	SLC22A20P	solute carrier family 22 member 20, pseudogene
ENSG00000099282	-0.45208319436550376	6.208262758489919	38.002486702281686	7.065452164352386e-10	5.8823446358659075e-8	TSPAN15	tetraspanin 15
ENSG00000159403	-1.28892934231014	2.0502564265722087	38.00017617316359	7.073824330849911e-10	5.8823446358659075e-8	C1R	complement C1r
ENSG00000020256	0.4167072451817777	5.375175557796827	37.9803374638344	7.146119585559225e-10	5.93348635898459e-8	ZFP64	ZFP64 zinc finger protein
ENSG00000115255	-0.6625552752648566	3.5807329682255746	37.97811855178609	7.15425149504362e-10	5.93348635898459e-8	REEP6	receptor accessory protein 6
ENSG00000137692	0.5353791361031154	6.174238270361935	37.92218635988247	7.362321353045366e-10	6.097986114081169e-8	DCUN1D5	defective in cullin neddylation 1 domain containing 5
ENSG00000171566	0.4082544912405998	5.496186181866501	37.81962569414647	7.759719182062623e-10	6.418659534502988e-8	PLRG1	pleiotropic regulator 1
ENSG00000276850	-0.5163124328389805	5.55390086370442	37.696356779156766	8.265879509856498e-10	6.828335247272759e-8	ANXA8	annexin A8
ENSG00000113013	0.556512175320292	7.033145654750027	37.650085306402325	8.464297581679211e-10	6.983045504885349e-8	HSPA9	heat shock protein family A (Hsp70) member 9
ENSG00000134684	0.6649065196457812	5.733441210824639	37.54943549696996	8.912521074053646e-10	7.336288046471763e-8	YARS1	tyrosyl-tRNA synthetase 1
ENSG00000111799	-0.9286564148124473	3.7652417215469756	37.548702370579846	8.915871597147502e-10	7.336288046471763e-8	COL12A1	collagen type XII alpha 1 chain
ENSG00000164938	-1.1052669530237726	2.8110603287016045	37.491297869066806	9.182174455250145e-10	7.54550902154894e-8	TP53INP1	tumor protein p53 inducible nuclear protein 1
ENSG00000078900	-0.8305404574796308	3.4270313880797776	37.48852788361086	9.195224116285617e-10	7.546342304857437e-8	TP73	tumor protein p73
ENSG00000118985	0.497099393918926	5.138068144948818	37.441712451955866	9.418606294775395e-10	7.719563590619833e-8	ELL2	elongation factor for RNA polymerase II 2
ENSG00000135540	0.733336685392375	3.8590057999053813	37.35882202994362	9.827532585236807e-10	8.044207481649449e-8	NHSL1	NHS like 1
ENSG00000111319	-0.8622634553459108	5.742983231417757	37.33611798002704	9.942608702187936e-10	8.127790946899395e-8	SCNN1A	sodium channel epithelial 1 subunit alpha
ENSG00000096696	-0.38220570205280396	7.646613599224404	37.25273392794875	1.0376941482515985e-9	8.471799882210316e-8	DSP	desmoplakin
ENSG00000201098	-8.404894489764708	-0.3769594925024921	37.11431953321199	1.1140262663287864e-9	9.07831159471658e-8	RNY1	RNA, Ro60-associated Y1
ENSG00000134762	-0.4575048455249968	6.983554129170761	37.112825097032854	1.1148803712809835e-9	9.07831159471658e-8	DSC3	desmocollin 3
ENSG00000164466	0.5896168747129217	5.103929536117851	37.08913617097372	1.128507044572374e-9	9.177353008390122e-8	SFXN1	sideroflexin 1
ENSG00000089693	0.385336564109224	7.5180862199605105	36.99098460538161	1.1867670560354854e-9	9.638639172723437e-8	MLF2	myeloid leukemia factor 2
ENSG00000105287	0.487053706093989	6.179284729392436	36.92203474148755	1.2294856167816057e-9	9.972671173636051e-8	PRKD2	protein kinase D2
ENSG00000242265	-1.4918813886997933	2.370976845113501	36.84330609278314	1.2801486498329423e-9	1.0370196426941276e-7	PEG10	paternally expressed 10
ENSG00000235750	0.6240779007839335	4.012134214421763	36.81342303449683	1.2999215514433337e-9	1.0516784680709294e-7	KIAA0040	KIAA0040
ENSG00000102977	0.4059980219542582	5.765294864223801	36.72974315336661	1.3569328079636e-9	1.0954063682435709e-7	ACD	ACD shelterin complex subunit and telomerase recruitment factor
ENSG00000238959	-8.32422051720733	-0.4486102428673387	36.72897826930687	1.35746530801476e-9	1.0954063682435709e-7	RNU7-19P	RNA, U7 small nuclear 19 pseudogene
ENSG00000280704	-8.709559709108618	-0.1031375100764795	36.69926765347499	1.3783120818744355e-9	1.110799068554333e-7	SNORD3E	small nucleolar RNA, C/D box 3E
ENSG00000151366	0.3857463324455246	8.240804047544412	36.676901555902504	1.3942167204814936e-9	1.1221744335582753e-7	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2
ENSG00000128567	-0.5165395241365529	4.903753038995459	36.66826572578939	1.4004067597263717e-9	1.1257115876261988e-7	PODXL	podocalyxin like
ENSG00000197930	0.5020321324632326	5.123134969521677	36.57819328757354	1.4666328644911412e-9	1.1774376517745782e-7	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha
ENSG00000169738	0.3930964043598998	7.049127852771386	36.56136052567281	1.4793526412155004e-9	1.1861305703863411e-7	DCXR	dicarbonyl and L-xylulose reductase
ENSG00000116679	-0.4742213944120831	5.31989679585362	36.54339419141323	1.493050900319926e-9	1.1955848205626993e-7	IVNS1ABP	influenza virus NS1A binding protein
ENSG00000051108	-0.42536709888796137	5.852761925254619	36.52802601877369	1.5048689552397192e-9	1.2035112690501328e-7	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1
ENSG00000188130	0.561232478305243	4.197032967135635	36.51492373903173	1.5150184890602743e-9	1.210084831389544e-7	MAPK12	mitogen-activated protein kinase 12
ENSG00000233834	-1.0340441920032213	2.4208428847042227	36.48728321082248	1.5366552949607017e-9	1.2258051780411704e-7	GIRGL	glutamine insufficiency regulator of glutaminase lncRNA
ENSG00000169180	0.5406696851390228	5.4318725696166865	36.47360867846776	1.5474737486000272e-9	1.2328666332556763e-7	XPO6	exportin 6
ENSG00000102081	-0.5014865231528821	4.796283662394837	36.465482381502795	1.553938870298226e-9	1.2364462838540454e-7	FMR1	fragile X messenger ribonucleoprotein 1
ENSG00000143314	0.5419205383173576	6.607623568456202	36.45845849021765	1.5595487265849788e-9	1.236892595807201e-7	MRPL24	mitochondrial ribosomal protein L24
ENSG00000184106	8.780005440958165	0.4793282819866645	36.45827639082171	1.5596944354794267e-9	1.236892595807201e-7	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene
ENSG00000146242	0.47093852031704675	5.0551925834418805	36.45737245487115	1.5604179318716045e-9	1.236892595807201e-7	TPBG	trophoblast glycoprotein
